size;algo;time
1000;contains;1.239776611328125e-05
1000;rechercher;0.0001614093780517578
1000;contains;1.2159347534179688e-05
1000;rechercher;0.00013566017150878906
1000;contains;8.58306884765625e-06
1000;rechercher;0.00015735626220703125
1000;contains;1.3113021850585938e-05
1000;rechercher;0.0001678466796875
1000;contains;1.33514404296875e-05
1000;rechercher;0.00016379356384277344
1000;contains;9.5367431640625e-06
1000;rechercher;0.00015616416931152344
1000;contains;1.52587890625e-05
1000;rechercher;0.00015687942504882812
1000;contains;9.5367431640625e-06
1000;rechercher;0.00015687942504882812
1000;contains;1.0013580322265625e-05
1000;rechercher;0.0001690387725830078
1000;contains;1.52587890625e-05
1000;rechercher;0.00020623207092285156
1000;contains;1.1205673217773438e-05
1000;rechercher;0.00018310546875
1000;contains;8.58306884765625e-06
1000;rechercher;4.76837158203125e-05
1000;contains;9.5367431640625e-06
1000;rechercher;0.0001678466796875
1000;contains;9.5367431640625e-06
1000;rechercher;0.00017547607421875
1000;contains;7.3909759521484375e-06
1000;rechercher;0.00017189979553222656
1000;contains;1.9311904907226562e-05
1000;rechercher;0.0001316070556640625
1000;contains;1.239776611328125e-05
1000;rechercher;0.00015783309936523438
1000;contains;1.1682510375976562e-05
1000;rechercher;0.00016427040100097656
1000;contains;7.867813110351562e-06
1000;rechercher;0.0002791881561279297
1000;contains;1.1444091796875e-05
1000;rechercher;0.00031375885009765625
1000;contains;1.4066696166992188e-05
1000;rechercher;0.00018215179443359375
1000;contains;9.059906005859375e-06
1000;rechercher;0.00015497207641601562
1000;contains;9.775161743164062e-06
1000;rechercher;0.0001976490020751953
1000;contains;1.0013580322265625e-05
1000;rechercher;0.00015425682067871094
1000;contains;1.1205673217773438e-05
1000;rechercher;0.0001533031463623047
1000;contains;1.2159347534179688e-05
1000;rechercher;9.298324584960938e-05
1000;contains;1.0967254638671875e-05
1000;rechercher;0.00017142295837402344
1000;contains;1.049041748046875e-05
1000;rechercher;0.0003230571746826172
1000;contains;1.0728836059570312e-05
1000;rechercher;0.00031495094299316406
1000;contains;6.4373016357421875e-06
1000;rechercher;0.00014638900756835938
1000;contains;9.5367431640625e-06
1000;rechercher;0.00016546249389648438
1000;contains;8.344650268554688e-06
1000;rechercher;0.0001666545867919922
1000;contains;1.049041748046875e-05
1000;rechercher;0.00015783309936523438
1000;contains;1.33514404296875e-05
1000;rechercher;6.4849853515625e-05
1000;contains;8.58306884765625e-06
1000;rechercher;0.00014734268188476562
1000;contains;1.52587890625e-05
1000;rechercher;0.00017452239990234375
1000;contains;1.2874603271484375e-05
1000;rechercher;0.0003209114074707031
1000;contains;1.1444091796875e-05
10000;rechercher;0.0018994808197021484
10000;contains;1.71661376953125e-05
10000;rechercher;0.0016396045684814453
10000;contains;1.7881393432617188e-05
10000;rechercher;0.0019321441650390625
10000;contains;2.2649765014648438e-05
10000;rechercher;0.003225088119506836
10000;contains;1.9550323486328125e-05
10000;rechercher;0.0013866424560546875
10000;contains;2.002716064453125e-05
10000;rechercher;0.0033986568450927734
10000;contains;2.2411346435546875e-05
10000;rechercher;0.0018031597137451172
10000;contains;1.8358230590820312e-05
10000;rechercher;0.0031943321228027344
10000;contains;2.1696090698242188e-05
10000;rechercher;0.0017757415771484375
10000;contains;2.7894973754882812e-05
10000;rechercher;0.0019078254699707031
10000;contains;1.7881393432617188e-05
10000;rechercher;0.0017688274383544922
10000;contains;2.8848648071289062e-05
10000;rechercher;0.001674652099609375
10000;contains;2.5033950805664062e-05
10000;rechercher;0.0013430118560791016
10000;contains;3.0040740966796875e-05
10000;rechercher;0.00183868408203125
10000;contains;3.0517578125e-05
10000;rechercher;0.0020072460174560547
10000;contains;2.8848648071289062e-05
10000;rechercher;0.0032875537872314453
10000;contains;2.574920654296875e-05
10000;rechercher;0.0020117759704589844
10000;contains;3.790855407714844e-05
10000;rechercher;0.0014030933380126953
10000;contains;2.7418136596679688e-05
10000;rechercher;0.0032846927642822266
10000;contains;8.678436279296875e-05
10000;rechercher;0.00200653076171875
10000;contains;2.5272369384765625e-05
10000;rechercher;0.0024967193603515625
10000;contains;5.555152893066406e-05
10000;rechercher;0.002089977264404297
10000;contains;2.7418136596679688e-05
10000;rechercher;0.0029821395874023438
10000;contains;3.4809112548828125e-05
10000;rechercher;0.00191497802734375
10000;contains;1.9550323486328125e-05
10000;rechercher;0.0017764568328857422
10000;contains;1.9788742065429688e-05
10000;rechercher;0.001745462417602539
10000;contains;2.574920654296875e-05
10000;rechercher;0.0018291473388671875
10000;contains;1.5735626220703125e-05
10000;rechercher;0.0018520355224609375
10000;contains;2.3126602172851562e-05
10000;rechercher;0.0018723011016845703
10000;contains;2.002716064453125e-05
10000;rechercher;0.0017850399017333984
10000;contains;1.2874603271484375e-05
10000;rechercher;0.0017294883728027344
10000;contains;1.5735626220703125e-05
10000;rechercher;0.0018274784088134766
10000;contains;1.52587890625e-05
10000;rechercher;0.0018165111541748047
10000;contains;1.71661376953125e-05
10000;rechercher;0.0016112327575683594
10000;contains;1.6450881958007812e-05
10000;rechercher;0.001756429672241211
10000;contains;1.9550323486328125e-05
10000;rechercher;0.0017197132110595703
10000;contains;3.4332275390625e-05
10000;rechercher;0.0019159317016601562
10000;contains;2.288818359375e-05
10000;rechercher;0.0018503665924072266
10000;contains;0.0038595199584960938
10000;rechercher;0.0019350051879882812
10000;contains;2.0503997802734375e-05
10000;rechercher;0.0016586780548095703
10000;contains;2.1696090698242188e-05
10000;rechercher;0.001861572265625
10000;contains;1.9311904907226562e-05
10000;rechercher;0.001992940902709961
10000;contains;2.86102294921875e-05
10000;rechercher;0.0021088123321533203
10000;contains;4.506111145019531e-05
10000;rechercher;0.0020673274993896484
10000;contains;2.7179718017578125e-05
10000;rechercher;0.0021255016326904297
10000;contains;3.814697265625e-05
10000;rechercher;0.002141714096069336
10000;contains;1.811981201171875e-05
10000;rechercher;0.0019698143005371094
10000;contains;4.172325134277344e-05
10000;rechercher;0.00191497802734375
10000;contains;1.811981201171875e-05
10000;rechercher;0.0018246173858642578
10000;contains;2.2411346435546875e-05
10000;rechercher;0.0017344951629638672
10000;contains;1.71661376953125e-05
10000;rechercher;0.0017323493957519531
10000;contains;1.4066696166992188e-05
10000;rechercher;0.0017211437225341797
10000;contains;1.7404556274414062e-05
10000;rechercher;0.0017862319946289062
10000;contains;1.71661376953125e-05
10000;rechercher;0.001752614974975586
10000;contains;1.5735626220703125e-05
10000;rechercher;0.0015854835510253906
10000;contains;1.6927719116210938e-05
10000;rechercher;0.0011398792266845703
10000;contains;1.8358230590820312e-05
10000;rechercher;0.0017533302307128906
10000;contains;1.7404556274414062e-05
10000;rechercher;0.001798391342163086
10000;contains;1.7642974853515625e-05
10000;rechercher;0.001750946044921875
10000;contains;1.6450881958007812e-05
10000;rechercher;0.001817464828491211
10000;contains;2.1457672119140625e-05
10000;rechercher;0.0026581287384033203
10000;contains;2.6226043701171875e-05
10000;rechercher;0.0018818378448486328
10000;contains;2.193450927734375e-05
10000;rechercher;0.0019714832305908203
10000;contains;2.7418136596679688e-05
10000;rechercher;0.003556489944458008
10000;contains;2.1457672119140625e-05
10000;rechercher;0.0031974315643310547
10000;contains;2.288818359375e-05
10000;rechercher;0.003962278366088867
10000;contains;1.9311904907226562e-05
10000;rechercher;0.007761955261230469
10000;contains;2.8133392333984375e-05
10000;rechercher;0.0030672550201416016
10000;contains;7.43865966796875e-05
10000;rechercher;0.0033388137817382812
10000;contains;1.9788742065429688e-05
10000;rechercher;0.0032203197479248047
10000;contains;2.3126602172851562e-05
10000;rechercher;0.0030989646911621094
10000;contains;1.9311904907226562e-05
10000;rechercher;0.003302335739135742
10000;contains;1.9550323486328125e-05
10000;rechercher;0.0026586055755615234
10000;contains;1.8835067749023438e-05
10000;rechercher;0.0031769275665283203
10000;contains;1.7881393432617188e-05
10000;rechercher;0.0032873153686523438
10000;contains;1.6927719116210938e-05
10000;rechercher;0.003159046173095703
10000;contains;2.09808349609375e-05
10000;rechercher;0.0030825138092041016
10000;contains;3.504753112792969e-05
10000;rechercher;0.0028705596923828125
10000;contains;1.811981201171875e-05
10000;rechercher;0.00312042236328125
10000;contains;2.1696090698242188e-05
10000;rechercher;0.003312826156616211
10000;contains;2.09808349609375e-05
10000;rechercher;0.0034596920013427734
10000;contains;2.5510787963867188e-05
10000;rechercher;0.0029754638671875
10000;contains;2.2649765014648438e-05
10000;rechercher;0.0033740997314453125
10000;contains;2.288818359375e-05
10000;rechercher;0.003106355667114258
10000;contains;2.7418136596679688e-05
10000;rechercher;0.0033316612243652344
10000;contains;1.6689300537109375e-05
10000;rechercher;0.0033986568450927734
10000;contains;2.6464462280273438e-05
10000;rechercher;0.003245830535888672
10000;contains;3.0994415283203125e-05
10000;rechercher;0.003339529037475586
10000;contains;2.1696090698242188e-05
10000;rechercher;0.0027191638946533203
10000;contains;1.52587890625e-05
10000;rechercher;0.0032346248626708984
10000;contains;1.7642974853515625e-05
10000;rechercher;0.0017619132995605469
10000;contains;4.458427429199219e-05
10000;rechercher;0.0017135143280029297
10000;contains;2.002716064453125e-05
10000;rechercher;0.0031006336212158203
10000;contains;2.288818359375e-05
10000;rechercher;0.0028295516967773438
10000;contains;2.6464462280273438e-05
10000;rechercher;0.0001347064971923828
10000;contains;3.886222839355469e-05
10000;rechercher;0.003234386444091797
10000;contains;2.3603439331054688e-05
10000;rechercher;0.002817392349243164
